日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20250731,古河電気工業,5801,非鉄金属,0.0757%,TOPIX Mid400
20250731,住友電気工業,5802,非鉄金属,0.3207%,TOPIX Large70
20250731,フジクラ,5803,非鉄金属,0.2749%,TOPIX Mid400
20250731,ＳＷＣＣ,5805,非鉄金属,0.0304%,TOPIX Small 1
20250731,平河ヒューテック,5821,非鉄金属,0.0027%,TOPIX Small 2
20250731,いよぎんホールディングス,5830,銀行業,0.0546%,TOPIX Mid400
20250731,しずおかフィナンシャルグループ,5831,銀行業,0.0931%,TOPIX Mid400
20250731,ちゅうぎんフィナンシャルグループ,5832,銀行業,0.0391%,TOPIX Mid400
20250731,楽天銀行,5838,銀行業,0.0775%,TOPIX Mid400
20250731,京都フィナンシャルグループ,5844,銀行業,0.0814%,TOPIX Mid400
20250731,リョービ,5851,非鉄金属,0.0067%,TOPIX Small 1
20250731,ＡＲＥホールディングス,5857,非鉄金属,0.0179%,TOPIX Small 1
20250731,東洋製罐グループホールディングス,5901,金属製品,0.0458%,TOPIX Mid400
20250731,ホッカンホールディングス,5902,金属製品,0.0027%,TOPIX Small 2
20250731,コロナ,5909,金属製品,0.0013%,TOPIX Small 2
20250731,横河ブリッジホールディングス,5911,金属製品,0.0114%,TOPIX Small 1
20250731,三和ホールディングス,5929,金属製品,0.0992%,TOPIX Mid400
20250731,文化シヤッター,5930,金属製品,0.0166%,TOPIX Small 1
20250731,三協立山,5932,金属製品,0.0019%,TOPIX Small 2
20250731,アルインコ,5933,金属製品,0.0020%,TOPIX Small 2
20250731,ＬＩＸＩＬ,5938,金属製品,0.0632%,TOPIX Mid400
20250731,ノーリツ,5943,金属製品,0.0084%,TOPIX Small 1
20250731,長府製作所,5946,金属製品,0.0049%,TOPIX Small 2
20250731,リンナイ,5947,金属製品,0.0482%,TOPIX Mid400
20250731,ユニプレス,5949,輸送用機器,0.0043%,TOPIX Small 1
20250731,日東精工,5957,金属製品,0.0020%,TOPIX Small 2
20250731,岡部,5959,金属製品,0.0038%,TOPIX Small 2
20250731,ジーテクト,5970,金属製品,0.0051%,TOPIX Small 1
20250731,東プレ,5975,金属製品,0.0090%,TOPIX Small 1
20250731,高周波熱錬,5976,金属製品,0.0041%,TOPIX Small 2
20250731,東京製綱,5981,金属製品,0.0020%,TOPIX Small 2
20250731,サンコール,5985,金属製品,0.0011%,TOPIX Small 2
20250731,パイオラックス,5988,金属製品,0.0058%,TOPIX Small 1
20250731,エイチワン,5989,金属製品,0.0036%,TOPIX Small 2
20250731,日本発條,5991,金属製品,0.0355%,TOPIX Mid400
20250731,中央発條,5992,金属製品,0.0049%,TOPIX Small 2
20250731,三浦工業,6005,機械,0.0340%,TOPIX Mid400
20250731,タクマ,6013,機械,0.0174%,TOPIX Small 1
20250731,テクノプロ・ホールディングス,6028,サービス業,0.0721%,TOPIX Mid400
20250731,アイ・アールジャパンホールディングス,6035,サービス業,0.0010%,TOPIX Small 2
20250731,ＫｅｅＰｅｒ技研,6036,サービス業,0.0050%,TOPIX Small 1
20250731,Ｇｕｎｏｓｙ,6047,サービス業,0.0013%,TOPIX Small 2
20250731,イー・ガーディアン,6050,サービス業,0.0017%,TOPIX Small 2
20250731,ジャパンマテリアル,6055,サービス業,0.0105%,TOPIX Small 1
20250731,ベクトル,6058,サービス業,0.0037%,TOPIX Small 2
20250731,チャーム・ケア・コーポレーション,6062,サービス業,0.0027%,TOPIX Small 2
20250731,キャリアリンク,6070,サービス業,0.0020%,TOPIX Small 2
20250731,ＩＢＪ,6071,サービス業,0.0016%,TOPIX Small 2
20250731,アサンテ,6073,サービス業,0.0020%,TOPIX Small 2
20250731,バリューＨＲ,6078,サービス業,0.0037%,TOPIX Small 2
20250731,Ｍ＆Ａキャピタルパートナーズ,6080,サービス業,0.0059%,TOPIX Small 1
20250731,ライドオンエクスプレスホールディングス,6082,サービス業,0.0010%,TOPIX Small 2
20250731,シグマクシス・ホールディングス,6088,サービス業,0.0087%,TOPIX Small 1
20250731,ウィルグループ,6089,サービス業,0.0020%,TOPIX Small 2
20250731,メドピア,6095,サービス業,0.0014%,TOPIX Small 2
20250731,リクルートホールディングス,6098,サービス業,1.6484%,TOPIX Core30
20250731,エラン,6099,サービス業,0.0019%,TOPIX Small 2
20250731,ツガミ,6101,機械,0.0108%,TOPIX Small 1
20250731,オークマ,6103,機械,0.0175%,TOPIX Small 1
20250731,芝浦機械,6104,機械,0.0121%,TOPIX Small 1
20250731,アマダ,6113,機械,0.0552%,TOPIX Mid400
20250731,アイダエンジニアリング,6118,機械,0.0050%,TOPIX Small 1
20250731,ＦＵＪＩ,6134,機械,0.0299%,TOPIX Mid400
20250731,牧野フライス製作所,6135,機械,0.0307%,TOPIX Small 1
20250731,オーエスジー,6136,機械,0.0174%,TOPIX Mid400
20250731,旭ダイヤモンド工業,6140,機械,0.0045%,TOPIX Small 1
20250731,ＤＭＧ森精機,6141,機械,0.0578%,TOPIX Mid400
20250731,ソディック,6143,機械,0.0052%,TOPIX Small 1
20250731,ディスコ,6146,機械,0.5309%,TOPIX Large70
20250731,日東工器,6151,機械,0.0017%,TOPIX Small 2
20250731,日進工具,6157,機械,0.0016%,TOPIX Small 2
20250731,冨士ダイス,6167,機械,0.0014%,TOPIX Small 2
20250731,日本郵政,6178,サービス業,0.3428%,TOPIX Large70
20250731,ベルシステム２４ホールディングス,6183,サービス業,0.0036%,TOPIX Small 1
20250731,鎌倉新書,6184,サービス業,0.0012%,TOPIX Small 2
20250731,エアトリ,6191,サービス業,0.0018%,TOPIX Small 2
20250731,アトラエ,6194,サービス業,0.0015%,TOPIX Small 2
20250731,ストライク,6196,サービス業,0.0048%,TOPIX Small 1
20250731,ソラスト,6197,サービス業,0.0029%,TOPIX Small 1
20250731,セラク,6199,サービス業,0.0012%,TOPIX Small 2
20250731,インソース,6200,サービス業,0.0049%,TOPIX Small 1
20250731,豊田自動織機,6201,輸送用機器,0.3325%,TOPIX Mid400
20250731,リケンＮＰＲ,6209,機械,0.0077%,TOPIX Small 1
20250731,島精機製作所,6222,機械,0.0041%,TOPIX Small 1
20250731,オプトラン,6235,機械,0.0065%,TOPIX Small 1
20250731,イワキ,6237,機械,0.0043%,TOPIX Small 2
20250731,フリュー,6238,機械,0.0024%,TOPIX Small 2
20250731,ヤマシンフィルタ,6240,機械,0.0033%,TOPIX Small 2
20250731,日阪製作所,6247,機械,0.0038%,TOPIX Small 2
20250731,やまびこ,6250,機械,0.0088%,TOPIX Small 1
20250731,野村マイクロ・サイエンス,6254,機械,0.0111%,TOPIX Small 1
20250731,平田機工,6258,機械,0.0074%,TOPIX Small 1
20250731,ＰＥＧＡＳＵＳ,6262,機械,0.0015%,TOPIX Small 2
20250731,マルマエ,6264,機械,0.0015%,TOPIX Small 2
20250731,タツモ,6266,機械,0.0036%,TOPIX Small 1
20250731,ナブテスコ,6268,機械,0.0395%,TOPIX Mid400
20250731,三井海洋開発,6269,機械,0.0395%,TOPIX Small 1
20250731,レオン自動機,6272,機械,0.0035%,TOPIX Small 2
20250731,ＳＭＣ,6273,機械,0.3618%,TOPIX Large70
20250731,ホソカワミクロン,6277,機械,0.0099%,TOPIX Small 1
20250731,ユニオンツール,6278,機械,0.0067%,TOPIX Small 1
20250731,瑞光,6279,機械,0.0021%,TOPIX Small 2
20250731,オイレス工業,6282,機械,0.0071%,TOPIX Small 2
20250731,日精エー・エス・ビー機械,6284,機械,0.0063%,TOPIX Small 1
20250731,サトー,6287,機械,0.0065%,TOPIX Small 1
20250731,技研製作所,6289,機械,0.0033%,TOPIX Small 1
20250731,日本エアーテック,6291,機械,0.0012%,TOPIX Small 2
20250731,日精樹脂工業,6293,機械,0.0014%,TOPIX Small 2
20250731,ワイエイシイホールディングス,6298,機械,0.0020%,TOPIX Small 2
20250731,小松製作所,6301,機械,0.5801%,TOPIX Large70
20250731,住友重機械工業,6302,機械,0.0482%,TOPIX Mid400
20250731,日立建機,6305,機械,0.0423%,TOPIX Mid400
20250731,日工,6306,機械,0.0027%,TOPIX Small 2
20250731,巴工業,6309,機械,0.0045%,TOPIX Small 2
20250731,井関農機,6310,機械,0.0032%,TOPIX Small 2
20250731,ＴＯＷＡ,6315,機械,0.0141%,TOPIX Small 1
20250731,北川鉄工所,6317,機械,0.0014%,TOPIX Small 2
20250731,ローツェ,6323,機械,0.0261%,TOPIX Mid400
20250731,クボタ,6326,機械,0.2090%,TOPIX Large70
20250731,荏原実業,6328,機械,0.0050%,TOPIX Small 2
20250731,東洋エンジニアリング,6330,建設業,0.0047%,TOPIX Small 2
20250731,三菱化工機,6331,機械,0.0057%,TOPIX Small 2
20250731,月島ホールディングス,6332,機械,0.0073%,TOPIX Small 2
20250731,帝国電機製作所,6333,機械,0.0051%,TOPIX Small 2
20250731,新東工業,6339,機械,0.0049%,TOPIX Small 2
20250731,澁谷工業,6340,機械,0.0083%,TOPIX Small 2
20250731,アイチ　コーポレーション,6345,機械,0.0052%,TOPIX Small 2
20250731,小森コーポレーション,6349,機械,0.0084%,TOPIX Small 2
20250731,鶴見製作所,6351,機械,0.0067%,TOPIX Small 2
20250731,酒井重工業,6358,機械,0.0020%,TOPIX Small 2
20250731,荏原製作所,6361,機械,0.1391%,TOPIX Mid400
20250731,酉島製作所,6363,機械,0.0045%,TOPIX Small 1
20250731,ＡＩＲＭＡＮ,6364,機械,0.0050%,TOPIX Small 2
20250731,ダイキン工業,6367,機械,0.5868%,TOPIX Core30
20250731,オルガノ,6368,機械,0.0353%,TOPIX Small 1
20250731,トーヨーカネツ,6369,機械,0.0035%,TOPIX Small 2
20250731,栗田工業,6370,機械,0.0793%,TOPIX Mid400
20250731,椿本チエイン,6371,機械,0.0223%,TOPIX Small 1
20250731,日機装,6376,精密機器,0.0076%,TOPIX Small 1
20250731,木村化工機,6378,機械,0.0019%,TOPIX Small 2
20250731,レイズネクスト,6379,建設業,0.0063%,TOPIX Small 2
20250731,アネスト岩田,6381,機械,0.0065%,TOPIX Small 2
20250731,ダイフク,6383,機械,0.1582%,TOPIX Mid400
20250731,サムコ,6387,機械,0.0019%,TOPIX Small 2
20250731,タダノ,6395,機械,0.0140%,TOPIX Mid400
20250731,フジテック,6406,機械,0.0436%,TOPIX Mid400
20250731,ＣＫＤ,6407,機械,0.0183%,TOPIX Small 1
20250731,平和,6412,機械,0.0168%,TOPIX Small 1
20250731,理想科学工業,6413,機械,0.0045%,TOPIX Small 2
20250731,ＳＡＮＫＹＯ,6417,機械,0.0788%,TOPIX Mid400
20250731,日本金銭機械,6418,機械,0.0028%,TOPIX Small 2
20250731,マースグループホールディングス,6419,機械,0.0048%,TOPIX Small 1
20250731,ガリレイ,6420,機械,0.0118%,TOPIX Small 2
20250731,ダイコク電機,6430,機械,0.0024%,TOPIX Small 1
20250731,竹内製作所,6432,機械,0.0238%,TOPIX Small 1
20250731,アマノ,6436,機械,0.0290%,TOPIX Mid400
20250731,ＪＵＫＩ,6440,機械,0.0015%,TOPIX Small 2
20250731,ジャノメ,6445,機械,0.0022%,TOPIX Small 2
20250731,ブラザー工業,6448,電気機器,0.0833%,TOPIX Mid400
20250731,マックス,6454,機械,0.0148%,TOPIX Small 1
20250731,モリタホールディングス,6455,輸送用機器,0.0087%,TOPIX Small 2
20250731,グローリー,6457,機械,0.0246%,TOPIX Mid400
20250731,新晃工業,6458,機械,0.0090%,TOPIX Small 1
20250731,大和冷機工業,6459,機械,0.0062%,TOPIX Small 2
20250731,セガサミーホールディングス,6460,機械,0.0615%,TOPIX Mid400
20250731,ＴＰＲ,6463,機械,0.0065%,TOPIX Small 1
20250731,ツバキ・ナカシマ,6464,機械,0.0020%,TOPIX Small 1
20250731,ホシザキ,6465,機械,0.0809%,TOPIX Mid400
20250731,大豊工業,6470,機械,0.0013%,TOPIX Small 2
20250731,日本精工,6471,機械,0.0325%,TOPIX Mid400
20250731,ＮＴＮ,6472,機械,0.0148%,TOPIX Mid400
20250731,ジェイテクト,6473,機械,0.0262%,TOPIX Mid400
20250731,不二越,6474,機械,0.0058%,TOPIX Small 1
20250731,ミネベアミツミ,6479,電気機器,0.1009%,TOPIX Mid400
20250731,日本トムソン,6480,機械,0.0040%,TOPIX Small 2
20250731,ＴＨＫ,6481,機械,0.0596%,TOPIX Mid400
20250731,ＹＵＳＨＩＮ,6482,機械,0.0014%,TOPIX Small 2
20250731,前澤給装工業,6485,機械,0.0022%,TOPIX Small 2
20250731,イーグル工業,6486,機械,0.0065%,TOPIX Small 1
20250731,ＰＩＬＬＡＲ,6490,機械,0.0088%,TOPIX Small 1
20250731,キッツ,6498,機械,0.0110%,TOPIX Small 1
20250731,日立製作所,6501,電気機器,2.8904%,TOPIX Core30
20250731,三菱電機,6503,電気機器,0.8223%,TOPIX Core30
20250731,富士電機,6504,電気機器,0.1115%,TOPIX Mid400
20250731,安川電機,6506,電気機器,0.0836%,TOPIX Mid400
20250731,シンフォニアテクノロジー,6507,電気機器,0.0231%,TOPIX Small 1
20250731,明電舎,6508,電気機器,0.0234%,TOPIX Small 1
20250731,山洋電気,6516,電気機器,0.0098%,TOPIX Small 1
20250731,デンヨー,6517,電気機器,0.0053%,TOPIX Small 2
20250731,ＰＨＣホールディングス,6523,電気機器,0.0042%,TOPIX Small 1
20250731,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,電気機器,0.0582%,TOPIX Mid400
20250731,ソシオネクスト,6526,電気機器,0.0702%,TOPIX Mid400
20250731,ベイカレント,6532,サービス業,0.1570%,TOPIX Mid400
20250731,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533,サービス業,0.0004%,TOPIX Small 2
20250731,アイモバイル,6535,サービス業,0.0023%,TOPIX Small 2
20250731,ＭＳ－Ｊａｐａｎ,6539,サービス業,0.0013%,TOPIX Small 2
20250731,ジャパンエレベーターサービスホールディングス,6544,サービス業,0.0389%,TOPIX Small 1
20250731,エル・ティー・エス,6560,サービス業,0.0008%,TOPIX Small 2
20250731,ミダックホールディングス,6564,サービス業,0.0032%,TOPIX Small 2
20250731,キュービーネットホールディングス,6571,サービス業,0.0017%,TOPIX Small 2
20250731,オープングループ,6572,サービス業,0.0015%,TOPIX Small 2
20250731,三櫻工業,6584,輸送用機器,0.0023%,TOPIX Small 2
20250731,マキタ,6586,機械,0.1415%,TOPIX Mid400
20250731,東芝テック,6588,電気機器,0.0109%,TOPIX Small 1
20250731,芝浦メカトロニクス,6590,電気機器,0.0189%,TOPIX Small 1
20250731,マブチモーター,6592,電気機器,0.0255%,TOPIX Mid400
20250731,ニデック,6594,電気機器,0.3111%,TOPIX Large70
20250731,ユー・エム・シー・エレクトロニクス,6615,電気機器,0.0004%,TOPIX Small 2
20250731,トレックス・セミコンダクター,6616,電気機器,0.0018%,TOPIX Small 2
20250731,東光高岳,6617,電気機器,0.0038%,TOPIX Small 2
20250731,ダブル・スコープ,6619,電気機器,0.0018%,TOPIX Small 2
20250731,宮越ホールディングス,6620,不動産業,0.0014%,TOPIX Small 2
20250731,ダイヘン,6622,電気機器,0.0163%,TOPIX Small 1
20250731,ヤーマン,6630,電気機器,0.0039%,TOPIX Small 1
20250731,ＪＶＣケンウッド,6632,電気機器,0.0228%,TOPIX Mid400
20250731,ミマキエンジニアリング,6638,電気機器,0.0044%,TOPIX Small 2
20250731,大崎電気工業,6644,電気機器,0.0054%,TOPIX Small 2
20250731,オムロン,6645,電気機器,0.0869%,TOPIX Mid400
20250731,日東工業,6651,電気機器,0.0109%,TOPIX Small 1
20250731,ＩＤＥＣ,6652,電気機器,0.0077%,TOPIX Small 1
20250731,ジーエス・ユアサ　コーポレーション,6674,電気機器,0.0295%,TOPIX Mid400
20250731,バッファロー,6676,電気機器,0.0011%,TOPIX Small 2
20250731,テクノメディカ,6678,電気機器,0.0009%,TOPIX Small 2
20250731,ダイヤモンドエレクトリックホールディングス,6699,電気機器,0.0006%,TOPIX Small 2
20250731,日本電気,6701,電気機器,0.7525%,TOPIX Large70
20250731,富士通,6702,電気機器,0.7357%,TOPIX Large70
20250731,沖電気工業,6703,電気機器,0.0185%,TOPIX Small 1
20250731,電気興業,6706,電気機器,0.0021%,TOPIX Small 2
20250731,サンケン電気,6707,電気機器,0.0214%,TOPIX Mid400
20250731,アイホン,6718,電気機器,0.0042%,TOPIX Small 2
20250731,ルネサスエレクトロニクス,6723,電気機器,0.4377%,TOPIX Large70
20250731,セイコーエプソン,6724,電気機器,0.0580%,TOPIX Mid400
20250731,ワコム,6727,電気機器,0.0103%,TOPIX Small 1
20250731,アルバック,6728,電気機器,0.0297%,TOPIX Mid400
20250731,アクセル,6730,電気機器,0.0012%,TOPIX Small 2
20250731,ＥＩＺＯ,6737,電気機器,0.0068%,TOPIX Small 1
20250731,ジャパンディスプレイ,6740,電気機器,0.0019%,TOPIX Small 2
20250731,日本信号,6741,電気機器,0.0062%,TOPIX Small 2
20250731,京三製作所,6742,電気機器,0.0028%,TOPIX Small 2
20250731,能美防災,6744,電気機器,0.0129%,TOPIX Small 2
20250731,ホーチキ,6745,電気機器,0.0045%,TOPIX Small 2
20250731,エレコム,6750,電気機器,0.0113%,TOPIX Small 1
20250731,パナソニック　ホールディングス,6752,電気機器,0.4117%,TOPIX Large70
20250731,シャープ,6753,電気機器,0.0251%,TOPIX Mid400
20250731,アンリツ,6754,電気機器,0.0280%,TOPIX Mid400
20250731,富士通ゼネラル,6755,電気機器,0.0055%,TOPIX Small 1
20250731,ソニーグループ,6758,電気機器,3.0421%,TOPIX Core30
20250731,ＴＤＫ,6762,電気機器,0.3880%,TOPIX Large70
20250731,帝国通信工業,6763,電気機器,0.0026%,TOPIX Small 2
20250731,タムラ製作所,6768,電気機器,0.0047%,TOPIX Small 1
20250731,アルプスアルパイン,6770,電気機器,0.0314%,TOPIX Mid400
20250731,日本電波工業,6779,電気機器,0.0019%,TOPIX Small 2
20250731,鈴木,6785,電気機器,0.0024%,TOPIX Small 2
20250731,メイコー,6787,電気機器,0.0180%,TOPIX Small 1
20250731,日本トリム,6788,電気機器,0.0025%,TOPIX Small 2
20250731,フォスター電機,6794,電気機器,0.0047%,TOPIX Small 2
20250731,ＳＭＫ,6798,電気機器,0.0013%,TOPIX Small 2
20250731,ヨコオ,6800,電気機器,0.0034%,TOPIX Small 1
20250731,ホシデン,6804,電気機器,0.0140%,TOPIX Small 1
20250731,ヒロセ電機,6806,電気機器,0.0673%,TOPIX Mid400
20250731,日本航空電子工業,6807,電気機器,0.0153%,TOPIX Small 1
20250731,ＴＯＡ,6809,電気機器,0.0026%,TOPIX Small 2
20250731,マクセル,6810,電気機器,0.0093%,TOPIX Small 1
20250731,古野電気,6814,電気機器,0.0125%,TOPIX Small 1
20250731,スミダコーポレーション,6817,電気機器,0.0043%,TOPIX Small 2
20250731,アイコム,6820,電気機器,0.0027%,TOPIX Small 2
20250731,リオン,6823,電気機器,0.0026%,TOPIX Small 2
20250731,横河電機,6841,電気機器,0.1066%,TOPIX Mid400
20250731,新電元工業,6844,電気機器,0.0024%,TOPIX Small 2
20250731,アズビル,6845,電気機器,0.0896%,TOPIX Mid400
20250731,日本光電工業,6849,電気機器,0.0358%,TOPIX Mid400
20250731,チノー,6850,電気機器,0.0024%,TOPIX Small 2
20250731,日本電子材料,6855,電気機器,0.0036%,TOPIX Small 2
20250731,堀場製作所,6856,電気機器,0.0510%,TOPIX Mid400
20250731,アドバンテスト,6857,電気機器,0.7812%,TOPIX Large70
20250731,エスペック,6859,電気機器,0.0068%,TOPIX Small 1
20250731,キーエンス,6861,電気機器,1.3227%,TOPIX Core30
20250731,日置電機,6866,電気機器,0.0070%,TOPIX Small 1
20250731,シスメックス,6869,電気機器,0.1536%,TOPIX Large70
20250731,日本マイクロニクス,6871,電気機器,0.0221%,TOPIX Small 1
20250731,メガチップス,6875,電気機器,0.0102%,TOPIX Small 1
20250731,ＯＢＡＲＡ　ＧＲＯＵＰ,6877,電気機器,0.0051%,TOPIX Small 2
20250731,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,6879,情報・通信業,0.0006%,TOPIX Small 2
20250731,デンソー,6902,輸送用機器,0.4824%,TOPIX Large70
20250731,コーセル,6905,電気機器,0.0035%,TOPIX Small 2
20250731,イリソ電子工業,6908,電気機器,0.0070%,TOPIX Small 1
20250731,オプテックスグループ,6914,電気機器,0.0069%,TOPIX Small 1
20250731,千代田インテグレ,6915,電気機器,0.0022%,TOPIX Small 2
20250731,レーザーテック,6920,電気機器,0.1442%,TOPIX Large70
20250731,スタンレー電気,6923,電気機器,0.0389%,TOPIX Mid400
20250731,ウシオ電機,6925,電気機器,0.0169%,TOPIX Mid400
20250731,日本セラミック,6929,電気機器,0.0058%,TOPIX Small 1
20250731,古河電池,6937,電気機器,0.0024%,TOPIX Small 2
20250731,山一電機,6941,電気機器,0.0057%,TOPIX Small 1
20250731,図研,6947,電気機器,0.0128%,TOPIX Small 1
20250731,日本電子,6951,電気機器,0.0243%,TOPIX Mid400
20250731,カシオ計算機,6952,電気機器,0.0230%,TOPIX Mid400
20250731,ファナック,6954,電気機器,0.4885%,TOPIX Large70
20250731,日本シイエムケイ,6958,電気機器,0.0026%,TOPIX Small 2
20250731,エンプラス,6961,電気機器,0.0037%,TOPIX Small 1
20250731,大真空,6962,電気機器,0.0015%,TOPIX Small 2
20250731,ローム,6963,電気機器,0.0828%,TOPIX Mid400
20250731,浜松ホトニクス,6965,電気機器,0.0741%,TOPIX Mid400
20250731,三井ハイテック,6966,電気機器,0.0082%,TOPIX Small 1
20250731,京セラ,6971,電気機器,0.2682%,TOPIX Large70
20250731,太陽誘電,6976,電気機器,0.0300%,TOPIX Mid400
20250731,村田製作所,6981,電気機器,0.4784%,TOPIX Core30
20250731,双葉電子工業,6986,電気機器,0.0028%,TOPIX Small 2
20250731,日東電工,6988,化学,0.2386%,TOPIX Mid400
20250731,東海理化電機製作所,6995,輸送用機器,0.0155%,TOPIX Small 1
20250731,ニチコン,6996,電気機器,0.0074%,TOPIX Small 1
20250731,日本ケミコン,6997,電気機器,0.0037%,TOPIX Small 2
20250731,ＫＯＡ,6999,電気機器,0.0039%,TOPIX Small 1
20250731,三井Ｅ＆Ｓ,7003,機械,0.0410%,TOPIX Small 1
20250731,カナデビア,7004,機械,0.0203%,TOPIX Small 1
20250731,三菱重工業,7011,機械,1.5356%,TOPIX Core30
20250731,川崎重工業,7012,輸送用機器,0.2007%,TOPIX Mid400
20250731,ＩＨＩ,7013,機械,0.3294%,TOPIX Mid400
20250731,名村造船所,7014,輸送用機器,0.0213%,TOPIX Small 1
20250731,マネジメントソリューションズ,7033,サービス業,0.0023%,TOPIX Small 2
20250731,プロレド・パートナーズ,7034,サービス業,0.0004%,TOPIX Small 2
20250731,フロンティア・マネジメント,7038,サービス業,0.0006%,TOPIX Small 2
20250731,アンビスホールディングス,7071,サービス業,0.0028%,TOPIX Small 1
20250731,カーブスホールディングス,7085,サービス業,0.0050%,TOPIX Small 1
20250731,フォーラムエンジニアリング,7088,サービス業,0.0035%,TOPIX Small 2
20250731,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,7092,サービス業,0.0013%,TOPIX Small 2
20250731,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,7095,サービス業,0.0024%,TOPIX Small 2
20250731,日本車輌製造,7102,輸送用機器,0.0022%,TOPIX Small 2
20250731,三菱ロジスネクスト,7105,輸送用機器,0.0075%,TOPIX Small 1
20250731,フルサト・マルカホールディングス,7128,卸売業,0.0054%,TOPIX Small 1
20250731,ヤマエグループホールディングス,7130,卸売業,0.0071%,TOPIX Small 1
20250731,ＦＰＧ,7148,証券、商品先物取引業,0.0182%,TOPIX Small 1
20250731,全国保証,7164,その他金融業,0.0398%,TOPIX Mid400
20250731,めぶきフィナンシャルグループ,7167,銀行業,0.0947%,TOPIX Mid400
20250731,ジャパンインベストメントアドバイザー,7172,証券、商品先物取引業,0.0070%,TOPIX Small 1
20250731,東京きらぼしフィナンシャルグループ,7173,銀行業,0.0198%,TOPIX Small 1
20250731,九州フィナンシャルグループ,7180,銀行業,0.0324%,TOPIX Mid400
20250731,かんぽ生命保険,7181,保険業,0.1033%,TOPIX Mid400
20250731,ゆうちょ銀行,7182,銀行業,0.3257%,TOPIX Large70
20250731,富山第一銀行,7184,銀行業,0.0082%,TOPIX Small 1
20250731,コンコルディア・フィナンシャルグループ,7186,銀行業,0.1244%,TOPIX Mid400
20250731,ジェイリース,7187,その他金融業,0.0026%,TOPIX Small 2
20250731,西日本フィナンシャルホールディングス,7189,銀行業,0.0346%,TOPIX Small 1
20250731,ＳＢＩアルヒ,7198,その他金融業,0.0020%,TOPIX Small 2
20250731,プレミアグループ,7199,その他金融業,0.0091%,TOPIX Small 1
20250731,日産自動車,7201,輸送用機器,0.0963%,TOPIX Large70
20250731,いすゞ自動車,7202,輸送用機器,0.1369%,TOPIX Mid400
20250731,トヨタ自動車,7203,輸送用機器,3.4332%,TOPIX Core30
20250731,日野自動車,7205,輸送用機器,0.0133%,TOPIX Mid400
20250731,三菱自動車工業,7211,輸送用機器,0.0366%,TOPIX Mid400
20250731,武蔵精密工業,7220,輸送用機器,0.0193%,TOPIX Small 1
20250731,日産車体,7222,輸送用機器,0.0038%,TOPIX Small 2
20250731,新明和工業,7224,輸送用機器,0.0126%,TOPIX Small 1
20250731,極東開発工業,7226,輸送用機器,0.0085%,TOPIX Small 1
20250731,トピー工業,7231,輸送用機器,0.0051%,TOPIX Small 2
20250731,ティラド,7236,輸送用機器,0.0026%,TOPIX Small 2
20250731,曙ブレーキ工業,7238,輸送用機器,0.0015%,TOPIX Small 2
20250731,タチエス,7239,輸送用機器,0.0079%,TOPIX Small 1
20250731,ＮＯＫ,7240,輸送用機器,0.0214%,TOPIX Mid400
20250731,フタバ産業,7241,輸送用機器,0.0059%,TOPIX Small 1
20250731,カヤバ,7242,輸送用機器,0.0133%,TOPIX Small 1
20250731,市光工業,7244,電気機器,0.0020%,TOPIX Small 2
20250731,大同メタル工業,7245,輸送用機器,0.0032%,TOPIX Small 2
20250731,プレス工業,7246,輸送用機器,0.0054%,TOPIX Small 1
20250731,太平洋工業,7250,輸送用機器,0.0114%,TOPIX Small 1
20250731,アイシン,7259,輸送用機器,0.0999%,TOPIX Mid400
20250731,マツダ,7261,輸送用機器,0.0670%,TOPIX Mid400
20250731,本田技研工業,7267,輸送用機器,0.8904%,TOPIX Core30
20250731,スズキ,7269,輸送用機器,0.3226%,TOPIX Large70
20250731,ＳＵＢＡＲＵ,7270,輸送用機器,0.2007%,TOPIX Large70
20250731,ヤマハ発動機,7272,輸送用機器,0.1296%,TOPIX Mid400
20250731,小糸製作所,7276,電気機器,0.0481%,TOPIX Mid400
20250731,エクセディ,7278,輸送用機器,0.0187%,TOPIX Small 1
20250731,ミツバ,7280,電気機器,0.0039%,TOPIX Small 1
20250731,豊田合成,7282,輸送用機器,0.0220%,TOPIX Mid400
20250731,愛三工業,7283,輸送用機器,0.0076%,TOPIX Small 1
20250731,ヨロズ,7294,輸送用機器,0.0023%,TOPIX Small 2
20250731,エフ・シー・シー,7296,輸送用機器,0.0127%,TOPIX Small 1
20250731,シマノ,7309,輸送用機器,0.1693%,TOPIX Large70
20250731,テイ・エス　テック,7313,輸送用機器,0.0161%,TOPIX Mid400
20250731,三十三フィナンシャルグループ,7322,銀行業,0.0072%,TOPIX Small 2
20250731,第四北越フィナンシャルグループ,7327,銀行業,0.0276%,TOPIX Small 1
20250731,ひろぎんホールディングス,7337,銀行業,0.0435%,TOPIX Mid400
20250731,おきなわフィナンシャルグループ,7350,銀行業,0.0064%,TOPIX Small 2
20250731,ダイレクトマーケティングミックス,7354,サービス業,0.0007%,TOPIX Small 2
